song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Paarukkulle Nalla,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,02:41,Tamil,08-02-2003,0.89,0.3,0.988,0.5,-12.851,0.0054,123.991,1,10,0.055,4,33,528319
Enseyalavathu,T.M. Soundararajan,/artist/tm-soundararajan,02:54,Tamil,12-10-2012,0.61,0.679,0.298,0.716,-11.17,0.073,159.987,0,4,0.04,4,56,8337338
Baagon Ki Tu Rani Hai,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:05,Tamil,07-01-2014,0.56,0.04,0.411,0.7,-10.375,0.0393,105.975,1,2,0.048,4,28,587355
Invocation,Padma Subrahmaniam|Shyamala Balakrishnan|N. Vasudevan|K.S. Vasudevan,/artist/padma-subrahmaniam|/artist/shyamala-balakrishnan|/artist/n-vasudevan-24|/artist/ks-vasudevan-23,03:59,Tamil,12-10-2000,0.97,0.32,0.346,0.762,-2.769,0.08,150.589,1,1,0.035,4,70,70031
D,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:32,Tamil,05-04-2012,0.69,0.52,0.8,0.2,-13.1,0.01,120.019,0,1,0.0069,4,45,7573289
Malar Koduthen (Happy),T.M. Soundararajan,/artist/tm-soundararajan,04:32,Tamil,05-01-2022,0.87,0.302,0.65,0.969,-13.191,0.037,149.988,0,10,0.1,4,96,10606150
Pani Illaatha,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:43,Tamil,12-11-2022,0.56,0.48,0.45,0.1,-7.518,0.05,137.767,0,4,0,4,90,9711640
Kattodu Kuzhal Aada,T.M. Soundararajan|P. Susheela|L.R. Eswari,/artist/tm-soundararajan|/artist/p-suseela-2|/artist/lr-eswari-2,04:44,Tamil,08-07-2012,0.7,0.941,0.583,0.911,-8.872,0.04,129.936,1,0,0.08,4,93,3465348
Naa Pudikkum Mapilatha,S. Janaki,/artist/s-janaki,03:53,Tamil,03-09-2007,0.71,0.45,0.041,0.1,-9.25,0.0404,134.902,1,7,0.0602,4,32,8548564
Karpagam Neeyallava,L.R. Eswari,/artist/lr-eswari-2,04:39,Tamil,08-09-2006,0.24,0.485,0.751,0.903,-13.906,0.08,109.971,1,8,0.0643,4,60,3643946
Intha Punnagai,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,05:20,Tamil,05-08-2005,0.64,0.45,0.687,0.1,-2.762,0.08,180.002,1,5,0.076,4,51,913466
Aadavaralaam,L.R. Eswari,/artist/lr-eswari-2,04:14,Tamil,08-06-2018,0.32,0.85,0.687,0.903,-7.648,0.05,153.978,0,0,0.0277,4,64,130723
Ulagaalum Bhuvaneswari,L.R. Eswari,/artist/lr-eswari-2,05:15,Tamil,06-06-2014,0.89,0.29,0.768,0.2,-5.898,0.098,110.981,0,7,0.08,4,85,916003
Aazhntha Sethinil,Tape Radha Manickam|L.R. Eswari,/artist/tape-radha-manickam|/artist/lr-eswari-2,03:23,Tamil,11-01-2014,0.34,0.473,0.033,0.58,-3.508,0.036,145.02,1,11,0.033,4,63,9215800
Sumaithangi Saainthal,T.M. Soundararajan,/artist/tm-soundararajan,03:41,Tamil,04-02-2017,0.5,0.81,0.706,0.8,-5.716,0.0365,183.99,0,6,0.07,4,46,216133
Vahi Vahi Yendru,K.B. Sundarambal,/artist/kb-sundarambal,02:05,Tamil,03-02-2010,0.32,0.047,0.348,0.498,-10.78,0.0679,126.769,0,10,0.0538,4,56,11134708
Happy Birthday - On The Merry Go Round,Usha Uthup,/artist/usha-uthup,03:21,Tamil,10-06-2012,0.57,0.84,0.641,0,-5.499,0.06,122.991,1,1,0.099,4,93,7076198
Kaathal Nilave,P.B. Sreenivas,/artist/pb-sreenivas,03:03,Tamil,07-01-2003,0.62,0.208,0.409,0.686,-4.683,0.09,162.039,1,8,0.032,4,35,2828350
Pudhu Vannangal,S. Janaki,/artist/s-janaki,04:29,Tamil,01-07-2018,0.31,0.85,0.912,0.9,-8.808,0.1,140.045,0,10,0.087,4,37,10341492
Kalyanam Paaru,S. P. Sailaja,/artist/s-p-sailaja-2,04:31,Tamil,04-11-2010,0.89,0.941,0.957,0.222,-2.426,0.094,104.978,1,1,0.099,4,83,3452410
Mundahakkanniyamma,L.R. Eswari,/artist/lr-eswari-2,03:38,Tamil,09-03-2002,0.06,0.78,0.622,0.5,-7.767,0.09,204.042,0,10,0.0104,4,51,2034340
Comedy Dialogues,Goundamani|Kanthimathi,/artist/goundamani|/artist/kanthimathi,15:46,Tamil,08-01-2022,0.47,0.688,0.074,0.884,-13.877,0.0831,160.023,0,5,0.0862,4,55,5582558
Oh Mamma,P Suhseela|S. P. Sailaja,/artist/p-suhseela|/artist/s-p-sailaja-2,05:26,Tamil,11-04-2016,0.46,0.34,0.739,0.9,-8.073,0.02,120.102,0,9,0.03,4,77,1428156
Ippadi Ore Thalattu,S. Janaki,/artist/s-janaki,04:16,Tamil,05-01-2014,0.66,0.346,0.52,0.48,-6.913,0.034,146.047,0,3,0.02,4,91,210765
Kat Adippom Kadhalippom,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Tamil,05-01-2002,0.56,0.88,0.359,0.4,-3.588,0.02,199.974,0,1,0.09,4,67,9469268
Annai Bhavanikkoru,L.R. Eswari,/artist/lr-eswari-2,04:19,Tamil,06-01-2020,0.96,0.234,0.739,0.444,-9.185,0.0328,151.606,1,8,0.043,4,90,2031014
Sahasangal,L.R. Eswari,/artist/lr-eswari-2,04:40,Tamil,02-05-2009,0.32,0.24,0.634,0.2,-10.815,0.05,179.647,0,6,0.079,4,70,5044367
Enna Paarvai,P.B. Sreenivas|P Suhseela,/artist/pb-sreenivas|/artist/p-suhseela,03:30,Tamil,08-03-2014,0.91,0.709,0.469,0.188,-7.441,0.038,172.001,0,8,0.0784,4,67,7779785
Poivaa Magale,Sulamangalam R Rajalakshmi,/artist/sulamangalam-r-rajalakshmi,03:57,Tamil,02-07-2004,0.9,0.04,0.937,0.3,-5.118,0.0808,188.063,0,9,0.08,4,57,5713001
Aarumugam Vaasam,Soolamangalam Sisters,/artist/soolamangalam-sisters,03:45,Tamil,03-04-2002,0.63,0.392,0.418,0.723,-12.21,0.069,114.803,1,1,0.04,4,95,8627910
Soolakkal Maariyamma,L.R. Eswari,/artist/lr-eswari-2,04:11,Tamil,04-01-2017,0.01,0.46,0.713,0.7,-4.665,0.034,146.977,1,7,0.03,4,45,3032152
Thennagathin Thiruvilakkam,S. C. Krishnan,/artist/s-c-krishnan-1,03:15,Tamil,09-11-2001,0.84,0.187,0.732,0.635,-4.484,0.0175,194.692,0,11,0.039,4,100,10804162
Nilavum Malarum,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,03:44,Tamil,09-08-2023,0.62,0.56,0.579,0.6,-5.554,0.009,149.928,0,8,0.0956,4,54,4607034
Arul Vazhangum,L.R. Eswari,/artist/lr-eswari-2,05:06,Tamil,09-01-2002,0.08,0.144,0.65,0.693,-8.591,0.09,126.083,0,9,0.005,4,52,8809055
Chinna Chinna Poove_Male,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,04:24,Tamil,09-08-2016,0.85,0.41,0.114,0.3,-11.938,0.06,200.002,1,9,0.021,4,45,7518861
Thaana Thalaiyudunda,S. Janaki,/artist/s-janaki,05:18,Tamil,03-07-2018,0.24,0.505,0.985,0.236,-4.464,0.06,179.782,1,7,0.0264,4,70,10369196
Koonthalile Megam,K J Yesudas|S. P. Sailaja,/artist/k-j-yesudas|/artist/s-p-sailaja-2,04:00,Tamil,09-07-2020,0.92,0.76,0.141,0.2,-7.273,0.09,132.582,0,10,0.078,4,35,9481849
Varavu Ettana,T.M. Soundararajan|P. Susheela|L.R. Eswari,/artist/tm-soundararajan|/artist/p-suseela-2|/artist/lr-eswari-2,05:35,Tamil,04-06-2019,0.42,0.072,0.694,0.369,-3.217,0.02,153.918,0,1,0,4,83,10051100
Dialogues - Neethikkupin Paasam,M. R. Radha|B. Saroja Devi|M. G. Ramachandran,/artist/m-r-radha-1|/artist/b-saroja-devi-2|/artist/m-g-ramachandran-1,04:39,Tamil,11-12-2002,0.43,0.79,0.116,0.8,-3.052,0.003,129.975,1,7,0.0304,4,90,66177
Aadidum Odamaai,S. P. Sailaja|S. P. Balasubrahmanyam,/artist/s-p-sailaja-2|/artist/s-p-balasubrahamanyam,03:42,Tamil,03-02-2007,0.33,0.652,0.71,0.774,-9.58,0.042,206.5,0,5,0.06,4,59,2031482
Kalvariyin Karunaiyidhe,V. Nataraja Mudaliar,/artist/v-nataraja-mudaliar-1,02:59,Tamil,09-05-2012,0.64,0.74,0.904,0.2,-10.75,0.02,133.297,1,1,0.051,4,98,3896433
Ammamma Keladi Thozhi,L.R. Eswari,/artist/lr-eswari-2,05:08,Tamil,04-06-2022,0.25,0.341,0.571,0.828,-12.493,0.02,131.854,0,10,0,4,29,10840851
Story And Dialogues,Sivaji Ganesan|Devika|N. T. Rama Rao,/artist/sivaji-ganesan|/artist/devika|/artist/n-t-rama-rao-1,58:27:00,Tamil,01-04-2011,0.94,0.38,0.875,1,-7.546,0.05,193.946,0,11,0.0996,4,38,9834793
Angae Maalai Mayakkam,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:46,Tamil,05-06-2014,0.74,0.566,0.52,0.513,-11.614,0.0542,180.058,0,4,0.075,4,82,6921606
Dialogues - Election Scene,M. R. Radha|M. G. Ramachandran|M. N. Nambiar|E. V. Saroja|Rajasulochana,/artist/m-r-radha-1|/artist/m-g-ramachandran-1|/artist/m-n-nambiar-1|/artist/e-v-saroja-1|/artist/rajasulochana,14:34,Tamil,07-11-2008,0.47,0.67,0.073,0.4,-9.869,0.07,171.821,0,10,0.05,4,75,3338423
Seettu Kattu Raja,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:26,Tamil,03-03-2001,0.27,0.551,0.83,0.833,-12.729,0.0546,119.986,0,1,0.08,4,78,6532189
Nenjirukkum,T.M. Soundararajan|Pattom Sadan|M.S. Raju,/artist/tm-soundararajan|/artist/pattom-sadan|/artist/ms-raju-4,04:43,Tamil,01-12-2005,0.87,0.52,0.84,0.3,-13.284,0.07,200.286,0,10,0.0549,4,94,5807200
Vaanam Engay,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:38,Tamil,11-01-2003,0.54,0.499,0.521,0.158,-7.365,0.0148,140.053,0,10,0.058,4,89,3814584
Naan Maanthoppil,M. S. Viswanathan|Ramamoorthy,/artist/m-s-viswanathan-2|/artist/ramamoorthy,06:34,Tamil,11-01-2011,0.33,0.54,0.851,0.2,-4.409,0.02,115.01,0,4,0.021,4,43,2744251
Aarupadai Veedu,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,07:02,Tamil,08-04-2011,0.32,0.728,0.129,0.437,-13.755,0.0886,160.024,1,9,0.04,4,69,5411047
Pottane Moonu Muducchithan,Sasirekha|S. P. Balasubrahmanyam,/artist/sasirekha|/artist/s-p-balasubrahamanyam,05:42,Tamil,05-06-2008,0.93,0.45,0.615,0.7,-5.269,0.0686,133.998,1,11,0.07,4,43,1085935
Kalai Maane,P Suhseela,/artist/p-suhseela,04:25,Tamil,03-05-2013,0.69,0.834,0.68,0.461,-10.797,0.05,120.044,1,6,0.0673,4,84,6400186
Pattanathu Mappillaikku,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,04:31,Tamil,05-08-2009,0.11,0.89,0.036,0.1,-2.641,0.0316,111.941,1,8,0.024,4,80,2400496
Noolumillai,T M S Selvakumar,/artist/t-m-s-selvakumar,05:29,Tamil,08-12-2007,0.83,0.64,0.216,0.645,-11.236,0.096,109.514,1,8,0.0724,4,87,4008025
Anbu Nadamaadum,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,05:01,Tamil,11-10-2016,0.72,0.15,0.85,0.1,-12.191,0,140.636,1,2,0.0184,4,36,6920993
Nenjagathil,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:03,Tamil,03-09-2007,0.6,0.181,0.018,0.459,-13.133,0.0475,147.978,1,10,0.064,4,89,7451996
Maasamo Margazhi Maasam,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:24,Tamil,06-11-2022,0.09,0.52,0.074,0.5,-10.677,0.0128,120.013,1,11,0.0965,4,70,2806589
Srimad Bhagavad Gita Chapters - Ii Iii Iv,Asha Nath,/artist/asha-nath,17:36,Tamil,11-09-2022,0.49,0.944,0.542,0.458,-2.005,0.017,144.994,1,5,0.097,4,89,3271623
Aadhi Manithan,Jamuna Rani|P.B. Sreenivas,/artist/jamuna-rani|/artist/pb-sreenivas,04:25,Tamil,04-12-2022,0.36,0.77,0.47,0.8,-9.756,0.085,111.994,0,6,0.0519,4,56,10740426
Suprabhatham & Mangala Sasanam,L.R. Eswari,/artist/lr-eswari-2,22:10,Tamil,12-03-2015,0.67,0.894,0.312,0.668,-5.044,0.031,145.998,1,0,0.09,4,26,2063759
Ulagam Samanillai,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,02:58,Tamil,08-11-2005,0.28,0.31,0.15,0.6,-2.539,0.0496,120.019,1,1,0.083,4,30,2536599
Naan Aanaiyittal,U. Thiyagarajan|Orchestra,/artist/u-thiyagarajan-1|/artist/orchestra,03:26,Tamil,09-02-2019,0.22,0.038,0.454,0.808,-12.69,0.086,183.486,0,1,0.011,4,64,8318797
Annai Bhoomiyendru,M. S. Viswanathan,/artist/m-s-viswanathan-2,02:32,Tamil,05-12-2004,0.22,0.82,0.87,0.6,-10.827,0.085,140.109,1,1,0.01,4,45,5930543
Anbe Anbe,P. Susheela,/artist/p-suseela-2,03:22,Tamil,02-03-2014,0.26,0.238,0.663,0.108,-3.273,0.03,204.38,1,1,0.05,4,80,5627120
Ulagathin Thookkam,T.M. Soundararajan,/artist/tm-soundararajan,04:54,Tamil,01-03-2020,0.03,0.11,0.404,0.7,-3.098,0.02,176.918,1,1,0.0429,4,95,5421086
Katti Karumbae,Vani Jairam,/artist/vani-jayaram,05:09,Tamil,10-11-2000,0.82,0.792,0.243,0.108,-2.51,0.02,203.948,0,6,0.02,4,56,11259573
Varudhu Varudhu Ada Vilagu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:13,Tamil,12-11-2002,0.6,0.98,0.52,0.1,-2.85,0.08,182.954,1,9,0.008,4,100,5142601
Sri Balaji Suprabhatam,Soolamangalam Sisters,/artist/soolamangalam-sisters,22:21,Tamil,06-09-2014,0.27,0.459,0.109,0.996,-8.625,0.07,189.75,1,0,0.03,4,86,2795682
Vaanamennum Veedhiyile,K J Yesudas|P. Madhuri,/artist/k-j-yesudas|/artist/p-madhuri-1,04:22,Tamil,11-08-2009,0.27,0.73,0.978,0.9,-12.97,0.0106,181.068,1,1,0.05,4,57,7534064
Azhagu Oru Ragam,P. Susheela,/artist/p-suseela-2,04:03,Tamil,09-06-2013,0.93,0.949,0.542,0.301,-3.802,0.062,117.037,1,0,0.1,4,77,8654244
Padaithane,T.M. Soundararajan,/artist/tm-soundararajan,06:02,Tamil,10-01-2003,0.04,0.23,0.605,0.3,-10.754,0.0317,128.128,1,2,0.0074,4,36,5552610
Ellame En Thangachi,K. S. Chithra,/artist/chitra,03:11,Tamil,12-03-2012,0.92,0.466,0.518,0.519,-10.849,0.06,186.057,0,10,0.08,4,42,11333797
Oruvan Manadhu,T.M. Soundararajan,/artist/tm-soundararajan,02:05,Tamil,08-03-2006,0.72,0.57,0.976,0.5,-9.54,0.0862,168.974,1,0,0.03,4,74,2186057
Paramasivan Kazhutthil,T.M. Soundararajan,/artist/tm-soundararajan,04:22,Tamil,04-02-2010,0.1,0.529,0.996,0.907,-8.19,0.069,185.439,1,11,0.07,4,31,6287662
Kuku Kuku Kuyile,K. S. Chithra,/artist/chitra,04:49,Tamil,08-03-2017,0.75,0.08,0.695,0.1,-5.54,0.01,182.512,0,1,0.0025,4,25,9837615
Kaalamithu Kaalamuthu,P. Susheela,/artist/p-suseela-2,06:06,Tamil,10-05-2003,0.67,0.147,0.874,0.045,-4.65,0.08,171.92,0,1,0.079,4,48,886247
Ennirandhu 16 Vayathu,T.M. Soundararajan,/artist/tm-soundararajan,03:51,Tamil,02-05-2003,0.51,0.52,0.273,1,-10.592,0.0131,160.009,1,5,0.038,4,80,7811563
Raja Raja Sri,P.B. Sreenivas|L.R. Eswari,/artist/pb-sreenivas|/artist/lr-eswari-2,03:25,Tamil,02-05-2017,0.14,0.241,0.677,0.146,-2.683,0.01,197.382,0,10,0.001,4,95,441632
En Arumai Kathalikku,T.M. Soundararajan,/artist/tm-soundararajan,03:33,Tamil,11-03-2018,0.77,0.92,0.148,0.3,-13.33,0.0138,113.951,1,2,0.044,4,46,5675338
Adingoppan Mavale,Malaysia Vasudevan,/artist/malaysia-vasudevan,03:47,Tamil,04-09-2022,0.34,0.469,0.447,0.221,-12.463,0.003,183.77,1,0,0.06,4,98,210653
Pesu Ennanbe,S. P. Balasubrahmanyam|S. P. Sailaja|B. S. Sasirekha,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2|/artist/b-s-sasirekha-1,04:04,Tamil,03-09-2017,0.5,0.14,0.078,0.2,-7.896,0.03,166.01,0,5,0.048,4,38,982417
Dhaagathakku Thannikudichen,M. S. Viswanathan,/artist/m-s-viswanathan-2,04:38,Tamil,11-04-2012,0.53,0.977,0.859,0.302,-4.903,0.0674,193.986,1,2,0.069,4,43,7799782
Annan Ennada,T.M. Soundararajan,/artist/tm-soundararajan,04:02,Tamil,04-11-2016,0.92,0.82,0.795,0.7,-8.488,0.095,188.198,1,1,0.0911,4,99,10380479
Aadatha Manamum,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:19,Tamil,02-11-2005,0.58,0.964,0.276,0.811,-13.292,0.0577,182.054,0,3,0.078,4,58,4303054
Thanneer Vittom,Tiruchi Loganathan,/artist/tiruchi-loganathan,03:09,Tamil,05-04-2018,0.05,0.55,0.395,0.9,-7.642,0.05,163.972,0,9,0.04,4,26,1944989
Vaasamilla,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:49,Tamil,01-09-2009,0.12,0.741,0.006,0.527,-10.957,0.0824,187.716,0,11,0.09,4,36,11056477
Aaha Vandhirichchu,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:09,Tamil,12-01-2017,0.39,0.58,0.07,0.7,-13.904,0.0914,195.926,0,4,0.0241,4,41,11242067
Gnayiru Oli Mazhaiyil,Kamal Haasan,/artist/kamal-haasan,03:28,Tamil,02-12-2006,0.31,0.46,0.897,0.055,-4.235,0.0477,130.037,0,0,0.06,4,93,2600231
Thondakkulle,Malaysia Vasudevan|K. S. Chithra,/artist/malaysia-vasudevan|/artist/chitra,06:47,Tamil,06-11-2004,0.87,0.34,0.107,0.8,-12.861,0.1,127.944,0,1,0,4,63,10681070
Naan Unnai Serndha,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:41,Tamil,12-04-2012,0.27,0.414,0.433,0.668,-10.387,0.0743,143.087,0,8,0.09,4,98,9258737
Aaramba Kaalam,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,03:01,Tamil,05-06-2023,0.69,0.1,0.464,0.4,-10.571,0.06,195.884,0,11,0.069,4,26,3505362
Anchaaru,P. Jayachandran|Vani Jairam,/artist/p-jayachandran-1|/artist/vani-jayaram,04:38,Tamil,06-01-2008,0.98,0.534,0.929,0.344,-10.958,0.06,114.986,1,2,0.097,4,25,2651863
O Nenje,Pallavi|Vasantha|S. P. Balasubrahmanyam|S.P.Charan,/artist/pallavi|/artist/vasantha|/artist/s-p-balasubrahamanyam|/artist/spcharan,04:39,Tamil,05-07-2019,0.19,0.45,0.083,0.3,-5.249,0.06,185.984,1,2,0.0334,4,72,3109126
Lilly Malarukku,T M S Selvakumar,/artist/t-m-s-selvakumar,05:21,Tamil,04-03-2000,0.09,0.022,0.83,0.018,-4.209,0.089,184.494,1,2,0.03,4,69,10621852
Adiyamma Rajathi,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:16,Tamil,09-11-2007,0.17,0.63,0.201,0.1,-3.85,0.018,187.714,1,1,0.0754,4,28,2112611
Idhu Raaththiri Neram,S. P. Balasubrahmanyam|B.S. Sasirekha,/artist/s-p-balasubrahamanyam|/artist/bs-sasirekha-1,04:48,Tamil,07-07-2020,0.58,0.049,0.264,0.042,-9.328,0.0237,108.973,0,6,0.06,4,75,2021841
Title Music - Bhuvana Oru Kaelvikkuri,Ilaiyaraaja,/artist/iiaiyaraaja,02:04,Tamil,02-06-2016,0.16,0.8,0.401,0.5,-3.53,0.06,193.836,1,1,0,4,32,8794556
Choodu Choodu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:05,Tamil,05-05-2007,0.59,0.466,0.796,0.137,-10.857,0.08,166.061,0,11,0.0401,4,61,2928088
Thazh Sadaiyum,M.S. Subbulakshmi|Radha Vishwanathan,/artist/ms-subbulakshmi|/artist/radha-viswanathan-vocally-supported,04:04,Tamil,05-03-2002,0.57,0.18,0.107,0.2,-11.884,0.1,180.002,1,7,0.0112,4,97,10589884
Nadanthaai Vaazhi,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:24,Tamil,09-07-2017,0.59,0.775,0.904,0.258,-2.285,0.0517,164.97,1,1,0.01,4,86,1838600
Kalaiyae En Vaazhkkayin,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,04:18,Tamil,11-01-2005,0.15,0.22,0.826,0,-9.161,0.0406,109.974,1,11,0.082,4,63,4212299
Jeevan Bana Jeevan,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:42,Tamil,01-06-2012,0.36,0.33,0.107,0.6,-10.575,0.026,187.958,0,6,0.0942,4,69,10734591
Babu Babu Babu Enge,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:21,Tamil,02-10-2020,0.63,0.16,0.853,0.5,-4.45,0.08,127.912,1,7,0.06,4,29,9252397
Thamizhagathu,A.R. Sheik Mohammed,/artist/ar-sheik-mohammed,10:51,Tamil,06-06-2020,0.98,0.855,0.027,0.475,-12.128,0.02,149.964,0,10,0.07,4,74,7615273
Aahaa Iruttu Neram,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:36,Tamil,10-01-2014,0.02,0.67,0.898,0.2,-7.358,0.097,139.977,0,1,0.0945,4,38,11172987
Orumandalam,S. Janaki,/artist/s-janaki,04:44,Tamil,06-04-2010,0.07,0.912,0.786,0.034,-4.499,0.087,134.966,1,2,0.0827,4,61,6421539
Aathiley Meen Pidichu,P. Susheela,/artist/p-suseela-2,03:54,Tamil,08-07-2000,0.3,0.38,0.555,0.2,-6.596,0.05,179.906,0,10,0.009,4,30,6319854
Iyirandu Thingalal,T.M. Soundararajan,/artist/tm-soundararajan,03:01,Tamil,07-08-2004,0.2,0.615,0.3,0.908,-13.329,0.01,164.042,1,0,0.024,4,86,8210847
Selvame (T.M.S),T M S Selvakumar,/artist/t-m-s-selvakumar,04:52,Tamil,10-06-2020,0.21,0.65,0.685,0.3,-7.721,0.0136,126.987,1,11,0.03,4,99,1267447
Kuva Kuva Papa,M.S. Rajeswari,/artist/ms-rajeswari,03:36,Tamil,07-03-2020,0.12,0.364,0.452,0.73,-11.33,0.05,107.999,1,7,0.0437,4,97,291084
Un Kannil Neer Vazhindhal,T.M. Soundararajan,/artist/tm-soundararajan,04:07,Tamil,08-05-2018,0.5,0.09,0.921,0.5,-13.549,0.02,155.01,1,7,0.1,4,61,5548883
Njanapazhat Hai,K. B. Sundarambal,/artist/k-b-sundarambal-1,03:17,Tamil,07-03-2018,0.25,0.872,0.051,0.924,-13.711,0.0645,173.975,1,1,0.01,4,45,5223707
Karumbilum,P Suhseela,/artist/p-suhseela,04:15,Tamil,03-05-2018,0.4,0.63,0.057,0.5,-13.864,0.0505,150.724,0,9,0.0935,4,48,7036503
Thirumanamam,T.M. Soundararajan,/artist/tm-soundararajan,03:32,Tamil,03-01-2010,0.61,0.896,0.034,0.321,-12.615,0.0839,127.968,0,1,0.0105,4,52,3837728
Thotta Idamellam,Saibaba|T.M. Soundararajan|P. Susheela,/artist/saibaba|/artist/tm-soundararajan|/artist/p-suseela-2,04:41,Tamil,03-11-2005,0.59,0.88,0.26,0.3,-11.039,0.086,139.562,0,9,0.0399,4,83,1006930
Munthu Thamizh,A.L. Raghavan|K. B. Sundarambal|Jamuna Rani|A. P. Komala,/artist/al-raghavan-1|/artist/k-b-sundarambal-1|/artist/jamuna-rani|/artist/a-p-komala-1,01:18,Tamil,04-11-2017,0.86,0.119,0.729,0.779,-2.997,0.09,179.994,0,4,0.0833,4,41,9658000
Thanimayilae Inimai Kaana,P. Susheela|A. M. Rajah,/artist/p-suseela-2|/artist/a-m-rajah-1,04:13,Tamil,09-04-2001,0.27,0.77,0.561,0.8,-10.23,0.0978,145.02,1,1,0.0505,4,87,1217457
Kaalaththal Azhiyatha,K.B. Sundarambal,/artist/kb-sundarambal,03:12,Tamil,11-07-2021,0.38,0.979,0.26,0.193,-9.836,0.0654,139.968,1,1,0.069,4,38,1390221
Yaarodum Pesakkoodathu,P.B. Sreenivas|L.R. Eswari,/artist/pb-sreenivas|/artist/lr-eswari-2,03:46,Tamil,08-06-2007,0.28,0.41,0.464,0.9,-10.592,0.085,140.001,1,7,0,4,41,2881907
Oh My Darling,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:13,Tamil,06-04-2021,0.26,0.444,0.027,0.689,-8.224,0.05,116.442,1,4,0.0283,4,79,232501
Manathinil,B.S. Sasirekha,/artist/bs-sasirekha-1,04:28,Tamil,06-06-2008,0.57,0.24,0.132,0.5,-3.17,0.0182,136.047,1,11,0.0708,4,54,7106681
Vaanam Thodatha Megam,K. S. Chithra,/artist/chitra,04:41,Tamil,10-02-2007,0.24,0.575,0.335,0.997,-7.213,0.07,179.976,1,6,0.0965,4,80,7168159
Chella Kiligalam Palliyile,T.M. Soundararajan,/artist/tm-soundararajan,03:29,Tamil,11-01-2001,0.69,0.89,0.195,0.4,-9.671,0.0924,149.956,1,8,0.0541,4,41,1898701
Manthiram Sonnen,Mano S Janaki,/artist/mano-s-janaki,04:43,Tamil,10-04-2014,0.89,0.886,0.678,0.799,-10.592,0.0302,163.886,1,8,0.09,4,73,3708777
Kanne Pappa,P. Susheela,/artist/p-suseela-2,03:16,Tamil,04-02-2022,0.09,0.02,0.456,0.5,-5.608,0.0099,129.965,0,7,0.0986,4,40,10573605
Nadiya Nadiya Nile Nadiya,Various,/artist/various,04:23,Tamil,05-09-2004,0.1,0.736,0.595,0.493,-7.043,0.0449,119.997,0,10,0.095,4,26,2298314
Malar Kodutthen,T M S Selvakumar,/artist/t-m-s-selvakumar,04:08,Tamil,03-02-2017,0.91,0.85,0.085,0.4,-4.48,0.0104,156.015,1,0,0.04,4,30,5085583
Poonthenil (P.Suseela),P Suhseela,/artist/p-suhseela,04:40,Tamil,09-08-2006,0.58,0.332,0.238,0.043,-12.44,0.0021,200.9,1,1,0.0749,4,71,8100921
