song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Aur Is Dil Mein (Duet),Asha Bhosle|Suresh Wadkar,/artist/asha-bhosle-1|/artist/suresh-wadkar,06:00,Old,03-06-2006,0.45,0.27,0.12,0.453,-8.001,0.0395,124.005,1,0,0.01,4,48,3813388
Chahoonga Main Tujhe,Mohammed Rafi,/artist/mohammad-rafi,04:54,Old,07-06-2001,0.18,0.603,0.227,0.674,-4.945,0.0082,125.996,1,8,0.0826,4,37,4629831
Faza Bhi Hai Jawan (2),Salma Agha,/artist/salma-agha,04:02,Old,09-02-2020,0.33,0.31,0.203,0.701,-5.646,0.0285,126.001,0,6,0.0749,4,38,2130519
Gazar Ne Kiya Hai Ishara,Alka Yagnik|Sadhana Sargam|Sapna Mukherjee,/artist/alka-yagnik|/artist/sadhana-sargam-1|/artist/sapna-mukherjee,06:39,Old,11-02-2017,0.57,0.237,0.73,0.032,-3.076,0.0822,124.004,0,4,0.07,4,35,5050243
Aai Aai Aa Sukoo Sukoo,Mohammed Rafi,/artist/mohammad-rafi,03:18,Old,11-03-2018,0.38,0.75,0.526,0.602,-11.524,0.079,124.025,1,0,0.0379,4,40,7324161
Rimjhim Gire Sawan (Female),Lata Mangeshkar,/artist/lata-mangeshkar,03:13,Old,11-03-2015,0.21,0.378,0.258,0.851,-11.332,0.008,125.021,0,1,0.0981,4,69,5023650
Ek Bagiya Mein,Shankar Mahadevan|Srini|K. S. Chithra,/artist/shankar-mahadevan|/artist/srini|/artist/chitra,05:57,Old,11-10-2011,0.84,0.51,0.239,0.27,-7.835,0.0089,126.994,1,10,0.0538,4,77,1269990
Jalta Hai Jiya Mera,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:55,Old,04-02-2003,0.97,0.302,0.486,0.234,-9.191,0.04,127.017,1,6,0.0777,4,37,6963136
Teri Rab Ne Bana Di Jodi,Asha Bhosle|Mohammed Rafi|Shailender Singh,/artist/asha-bhosle-1|/artist/mohammad-rafi|/artist/shailender-singh,05:31,Old,01-01-2016,0.38,0.31,0.56,0.084,-2.288,0.024,123.992,1,4,0.051,4,57,2244497
O Sathi Chal,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:31,Old,12-08-2015,0.52,0.827,0.705,0.156,-7.937,0.04,122.995,1,7,0.048,4,98,9092571
Tu Kal Chala Jayega,Manhar Udhas|Mohammad Aziz,/artist/manhar-udhas|/artist/mohammad-aziz,06:07,Old,05-03-2019,1,0.17,0.242,0.789,-6.776,0.081,125.998,1,0,0.0828,4,45,3974672
Kahin Karti Hogi Woh Mera Intezar,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:06,Old,01-05-2008,0.59,0.887,0.437,0.302,-10.217,0.05,126.987,1,0,0.022,4,36,2052848
Chalo Sajna Jhahan Tak,Lata Mangeshkar,/artist/lata-mangeshkar,04:56,Old,10-05-2009,0.69,0.31,0.115,0.264,-11.391,0,128.015,0,11,0.1,4,57,4079732
Dil Jo Na Keh Saka (Male),Mohammed Rafi,/artist/mohammad-rafi,04:22,Old,07-09-2004,0.96,0.238,0.199,0.445,-11.876,0.06,126.01,1,9,0.08,4,40,6809550
Kasme Vaade Nibhayenge Hum - Part I,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:45,Old,05-11-2015,0.77,0.18,0.722,0.189,-4.129,0.012,128.012,1,1,0.0727,4,32,2271643
Mana Ho Tum Behad Haseen,K J Yesudas,/artist/k-j-yesudas,06:21,Old,05-11-2010,0.07,0.496,0.916,0.357,-4.325,0.1,128,0,1,0.08,4,73,5328610
Yaara O Yaara,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,04:58,Old,01-07-2009,0.73,0.52,0.255,0.798,-8.81,0.0667,123.014,1,0,0.0011,4,100,4847919
Main Tere Ishq Mein,Lata Mangeshkar,/artist/lata-mangeshkar,04:46,Old,05-01-2015,0.62,0.227,0.174,0.77,-10.585,0.02,123.006,1,2,0.059,4,46,7445653
Mere Angne Men (Male),Amitabh Bachchan,/artist/amitabh-bachchan,04:56,Old,01-08-2004,0.48,0.69,0.337,0.877,-7.562,0.096,123.002,1,2,0.03,4,68,1621174
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,/artist/mukesh,04:41,Old,06-04-2013,0.35,0.234,0.536,0.984,-13.157,0.041,127.01,1,8,0.058,4,26,9155879
Pyar Kabhi Kam Nahi Karna,Bappi Lahiri|Asha Bhosle,/artist/bappi-lahiri|/artist/asha-bhosle-1,07:17,Old,05-12-2016,0.96,0.61,0.76,0.051,-2.69,0.01,127.009,1,9,0.068,4,65,5844179
Aankhon Aankhon Mein Baat Hone Do,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,04:04,Old,01-08-2015,0.29,0.05,0.046,0.158,-4.229,0.02,127.002,1,0,0.034,4,46,10763770
Pahle Pahle Pyar Ki Mulaqaten,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:39,Old,12-05-2005,0.39,0.22,0.954,0.511,-7.517,0.0306,124.02,1,6,0.07,4,49,9835542
Neele Gagan Ke Tale,Mahendra Kapoor,/artist/mahendra-kapoor,03:33,Old,06-01-2008,0.25,0.087,0.884,0.523,-5.691,0.0954,124.992,0,7,0.02,4,50,7325641
Aao Tumhen Chand Pe Le Jayen,Lata Mangeshkar|Sushma Shrestha,/artist/lata-mangeshkar|/artist/sushma-shrestha,04:35,Old,09-09-2016,0.52,0.85,0.556,0.975,-2.006,0.05,124.008,1,7,0.01,4,40,5837476
Aaj Unse Pehli Mulaqat Hogi,Kishore Kumar,/artist/kishore-kumar,05:46,Old,03-11-2012,0.05,0.26,0.618,0.918,-5.504,0.01,124.988,1,7,0.079,4,35,4569389
Gussa Itna Haseen Hai To,Kishore Kumar,/artist/kishore-kumar,03:44,Old,05-02-2015,0.91,0.26,0.356,0.736,-12.006,0.0198,124.982,1,1,0.01,4,71,9167215
Disco 82,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:47,Old,10-02-2006,0.15,0.8,0.922,0.584,-3.725,0.0744,125.037,0,6,0.0961,4,34,6118721
Paon Chhoo Lene Do Phoolon Ko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:14,Old,09-04-2012,0.78,0.36,0.741,0.185,-9.539,0.02,125.983,1,11,0.0639,4,53,2465412
Doston Se Pyar Kiya,Usha Uthup,/artist/usha-uthup,03:19,Old,05-09-2003,0.68,0.736,0.884,0.943,-13.762,0.0174,123.999,1,1,0.085,4,43,1383543
Bheed Mein,Udit Narayan|Shreya Ghoshal,/artist/udit-narayan|/artist/shreya-ghoshal,06:01,Old,10-09-2007,0.75,0.8,0.929,0.365,-12.279,0.0523,123.977,1,1,0.0394,4,66,8011951
Ye Mulaqat Ek Bahana Hai,Lata Mangeshkar,/artist/lata-mangeshkar,04:40,Old,10-10-2004,0.87,0.485,0.974,0.737,-8.809,0.0196,125.006,0,11,0.0136,4,76,2537061
Dil Dhundta Hain,Bhupinder Singh,/artist/bhupinder-singh,06:41,Old,06-05-2014,0.22,0.16,0.034,0.383,-9.828,0.0912,123.008,1,1,0.067,4,88,1305775
Aa Meri Jaan,Lata Mangeshkar,/artist/lata-mangeshkar,04:32,Old,05-11-2017,0.61,0.499,0.056,0.513,-11.194,0.07,126.024,0,0,0.07,4,30,10240273
Kajra Lagake Gajra Sajake,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:46,Old,07-06-2013,0.79,0.62,0.663,0.028,-11.231,0.01,121.999,1,2,0.0594,4,100,4998298
Thodi Si Zamin Thoda Aasman,Bhupinder Singh|Lata Mangeshkar,/artist/bhupinder-singh|/artist/lata-mangeshkar,05:33,Old,11-04-2010,0.44,0.781,0.638,0.371,-10.29,0.0046,125.992,1,8,0.07,4,44,11182456
Aaj Se Pehle Aaj Se Jyada,K J Yesudas,/artist/k-j-yesudas,05:04,Old,01-03-2009,0.88,0.44,0.291,0.132,-9.741,0.0726,124.014,1,8,0.07,4,50,344934
Mausam Mastana,Asha Bhosle|Dilraj Kaur,/artist/asha-bhosle-1|/artist/dilraj-kaur,04:37,Old,02-01-2011,0.97,0.146,0.58,0.424,-5.653,0.07,129.987,0,6,0.07,4,54,1819080
Ruk Jana Nahin,Kishore Kumar,/artist/kishore-kumar,06:03,Old,05-06-2003,0.58,0.88,0.457,0.844,-3.002,0.0614,124.991,1,9,0.023,4,82,6674765
Piya Bawri Piya Bawri,Asha Bhosle|Ashok Kumar,/artist/asha-bhosle-1|/artist/ashok-kumar,03:55,Old,07-10-2005,0.05,0.314,0.008,0.78,-13.654,0.0422,123.011,0,1,0.05,4,44,3384982
Bol Baby Bol Rock N Roll,Kishore Kumar|S. Janaki|Javed Jaffrey,/artist/kishore-kumar|/artist/s-janaki|/artist/javed-jaffrey,06:05,Old,08-07-2004,0.73,0.18,0.393,0.499,-7.423,0.0609,127.02,1,0,0.02,4,92,10749054
Jhoot Bole Kauva Kate,Lata Mangeshkar|Shailender Singh,/artist/lata-mangeshkar|/artist/shailender-singh,04:15,Old,03-09-2021,0.83,0.308,0.877,0.68,-12.651,0.0714,126.001,1,7,0.044,4,26,9637034
Bangle Ke Peechhe,Lata Mangeshkar,/artist/lata-mangeshkar,05:39,Old,02-07-2015,0.86,0.05,0.684,0.644,-5.09,0.06,122.018,1,7,0.082,4,98,820613
Are Yaar Meri Tum Bhi Ho Ghazab,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,05:19,Old,02-03-2015,0.94,0.32,0.125,0.622,-11.872,0.0922,126.999,0,1,0.0425,4,39,10336681
Mere Dil Mein Tu Hi Tu Hai,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,05:32,Old,02-02-2017,0.72,0.67,0.072,0.133,-5.842,0.0045,124.999,1,5,0.04,4,85,7623204
Yaadon Ki Baaraat,Mohammed Rafi|Kishore Kumar,/artist/mohammad-rafi|/artist/kishore-kumar,03:23,Old,03-02-2012,0.19,0.45,0.216,0.475,-12.769,0.048,125.994,1,0,0.046,4,53,11077456
Maine Tujhe Manga,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:37,Old,07-07-2000,0.36,0.6,0.173,0.192,-5.413,0.0682,124.985,0,4,0.09,4,65,5080622
Kya Se Kya Ho Gaya Bewafa,Mohammed Rafi,/artist/mohammad-rafi,03:16,Old,04-03-2010,0.99,0.427,0.206,0.318,-4.512,0.049,124.971,0,4,0.01,4,67,3413262
Itna To Yaad Hai Mujhe,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,06:15,Old,02-08-2011,0.74,0.01,0.74,0.049,-5.895,0.061,127.007,0,5,0.02,4,36,2952951
Nadiya Se Dariya,Kishore Kumar,/artist/kishore-kumar,02:56,Old,11-11-2009,0.11,0.107,0.629,0.807,-4.881,0.05,124.978,0,11,0.026,4,34,10386869
Tera Mujhse,Kishore Kumar,/artist/kishore-kumar,05:41,Old,06-05-2005,0.51,0.3,0.429,0.829,-11.945,0.022,124.006,0,6,0.012,4,48,6873912
Dil Pukare Aare Aare,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:19,Old,11-02-2016,0.16,0.873,0.093,0.829,-7.353,0.0941,130.044,1,8,0.0547,4,34,5280488
Admi Jo Kahta Hai,Kishore Kumar,/artist/kishore-kumar,06:34,Old,02-08-2003,0.79,0.02,0.021,0.405,-4.244,0.0469,123.976,0,4,0.007,4,65,5989750
Hungama Ho Gaya,Asha Bhosle,/artist/asha-bhosle-1,05:02,Old,02-06-2002,0.43,0.177,0.49,0.938,-13.252,0,124,1,1,0.1,4,99,5896089
Raju Chal Raju,Kishore Kumar,/artist/kishore-kumar,06:27,Old,07-07-2018,0.04,0.35,0.96,0.175,-10.759,0.06,125.003,0,11,0.051,4,76,7428694
Main Pyar Ka Rahi Hoon,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:18,Old,10-02-2002,0.7,0.713,0.122,0.288,-3.072,0.0686,124.008,0,10,0.1,4,55,4963786
Sunja Aa Thandi Hawa,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:47,Old,08-08-2014,0.41,0.97,0.713,0.494,-13.124,0.071,125.017,0,10,0,4,69,11129902
Chalo Dildar Cholo,Lata Mangeshkar,/artist/lata-mangeshkar,03:47,Old,11-11-2009,0.06,0.184,0.016,0.084,-10.592,0.0786,127.011,0,11,0.05,4,51,3085652
Dil Pukare Aare Aare (with Dialogue),Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,07:02,Old,11-05-2007,0.99,0.8,0.928,0.291,-5.534,0.0491,122.99,0,3,0.03,4,94,3947005
Dhal Gaya Din Ho Gayi Sham,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:55,Old,10-07-2016,0.56,0.352,0.146,0.956,-12.399,0.047,124.044,1,5,0.075,4,49,3305417
Hothon Se Chhu Lo Tum,Jagjit Singh,/artist/jagjeet-singh-1,04:55,Old,12-01-2013,0.64,0.45,0.599,0.166,-3.026,0.03,130.007,1,0,0.015,4,73,3732627
O Meri Sharmilee,Kishore Kumar,/artist/kishore-kumar,03:58,Old,07-01-2020,0.46,0.776,0.87,0.047,-10.886,0.022,123.017,1,7,0,4,48,3547045
Kabhi Kabhi Mere Dil Mein Dialogue,Amitabh Bachchan,/artist/amitabh-bachchan,01:03,Old,02-05-2000,0.23,0.6,0.141,0.378,-7.735,0.002,123.972,1,0,0.0524,4,70,6472416
Ram Teri Ganga Maili,Suresh Wadkar,/artist/suresh-wadkar,05:55,Old,01-06-2005,0.27,0.896,0.156,0.487,-10.066,0.09,124.993,1,0,0.01,4,61,2972907
Tumse Achchha Kaun Hai,Mohammed Rafi,/artist/mohammad-rafi,03:39,Old,03-01-2010,0.99,0.22,0.631,0.343,-3.539,0.09,125.971,0,6,0.09,4,72,8277425
Zindagi Ek Safar Hai Suhana (Female),Asha Bhosle,/artist/asha-bhosle-1,02:28,Old,07-05-2012,0.9,0.749,0.333,0.757,-5.176,0.0868,125.983,0,11,0.0118,4,72,1296004
Yeh Lal Rang,Kishore Kumar,/artist/kishore-kumar,04:11,Old,11-01-2004,0.13,0.89,0.047,0.465,-13.211,0.0561,128.013,0,10,0.0546,4,75,9929855
Geet Gata Hoon Main,Kishore Kumar,/artist/kishore-kumar,03:34,Old,05-01-2017,1,0.043,0.049,0.802,-3.787,0.01,125.993,1,6,0.09,4,48,1354612
Mere Jeevan Saathi,S. P. Balasubrahmanyam|Anuradha Paudwal,/artist/s-p-balasubrahamanyam|/artist/anuradha-paudwal-2,04:59,Old,02-03-2011,0.61,0.07,0.561,0.872,-9.626,0.0016,124.023,1,0,0.013,4,93,4051593
Chhodenge Na Hum Tera Saath,Anuradha Paudwal|Mohammad Aziz,/artist/anuradha-paudwal-2|/artist/mohammad-aziz,06:34,Old,07-08-2021,0.43,0.41,0.784,0.276,-5.087,0.023,125.005,1,0,0.09,4,95,1055653
Hai Duniya Usiki Zamana Usika,Mohammed Rafi,/artist/mohammad-rafi,04:52,Old,09-09-2017,0.16,0.43,0.377,0.071,-11.151,0.0798,125.011,0,6,0.09,4,85,2645672
Kahan Se Aaye Badra,Haimanti Shukla|K J Yesudas,/artist/haimanti-shukla|/artist/k-j-yesudas,07:39,Old,09-03-2019,0.41,0.003,0.544,0.301,-13.603,0.0769,126.005,0,6,0.0085,4,100,5207623
Tum Bhi Chalo,Kishore Kumar,/artist/kishore-kumar,04:29,Old,12-09-2001,0.58,0.83,0.446,0.549,-12.929,0.07,124.998,0,6,0.049,4,99,11029540
Yaadon Ki Baaraat (Female Version),Lata Mangeshkar|Padmini Kolhapure|Shivangi Kolhapure,/artist/lata-mangeshkar|/artist/padmini-kolhapure|/artist/shivangi-kolhapure,03:51,Old,12-09-2016,0.51,0.516,0.497,0.083,-10.691,0.1,127.909,0,6,0.05,4,41,10657355
Neela Aasman So Gaya,Amitabh Bachchan,/artist/amitabh-bachchan,04:34,Old,05-02-2019,0.97,0.8,0.035,0.196,-9.848,0.0516,125.013,1,1,0.04,4,80,10983500
Bheegi Bheegi,James,/artist/james-1,05:45,Old,11-06-2010,0.29,0.76,0.577,0.475,-3.93,0.0908,126.001,1,11,0.017,4,84,9066992
Jaiye Aap Kahan Jayenge,Asha Bhosle,/artist/asha-bhosle-1,06:23,Old,11-07-2016,0.39,0.01,0.97,0.222,-4.59,0.0014,123.018,1,1,0.09,4,34,350674
Meri Jaan Balle Balle,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:31,Old,06-06-2010,0.38,0.405,0.697,0.622,-7.03,0.058,124.964,0,11,0.057,4,68,10767877
Koi Jane Koi Na Jane,Udit Narayan|Anuradha Paudwal|Nusrat Fateh Ali Khan,/artist/udit-narayan|/artist/anuradha-paudwal-2|/artist/nusrat-fateh-ali-khan,05:37,Old,08-08-2010,0.55,0.35,0.155,0.88,-8.863,0.0708,124.049,1,7,0.047,4,25,10615819
Jaane Do Naa,Asha Bhosle|Shailendra Singh,/artist/asha-bhosle-1|/artist/shailendra-singh,05:03,Old,01-09-2002,0.63,0.26,0.726,0.491,-5.944,0.01,125.011,0,4,0.047,4,59,5921408
Jogi Ji Dheere Dheere,Chandrani Mukherjee|Hemlata|Jaspal Singh|Sushil Kumar,/artist/chandrani-mukherjee|/artist/hemlata|/artist/jaspal-singh|/artist/sushil-kumar,08:11,Old,02-02-2017,0.42,0.61,0.356,0.352,-11.081,0.0932,121.995,1,6,0.084,4,55,9246369
Rote Rote Hansna Seekho (Male),Kishore Kumar,/artist/kishore-kumar,06:12,Old,05-08-2009,1,0.739,0.319,0.119,-12.286,0.051,124.994,1,7,0.084,4,39,3501582
Tasveer Teri Dil Mein,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:26,Old,01-09-2004,0.99,0.84,0.462,0.057,-11.254,0.08,129.006,1,1,0.031,4,58,8395990
Inhin Logon Ne,Lata Mangeshkar,/artist/lata-mangeshkar,03:41,Old,06-07-2022,0.17,0.021,0.28,0.868,-4.611,0.095,124.997,1,9,0.0818,4,98,3369918
Sau Saal Pahle,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:29,Old,03-06-2008,0.37,0.29,0.464,0.91,-9.441,0.05,124.996,1,4,0.008,4,27,1444605
Teri Galiyon Mein,Mohammed Rafi,/artist/mohammad-rafi,04:43,Old,03-02-2015,0.54,0.64,0.432,0.033,-3.447,0.0082,124.992,1,0,0.0888,4,75,4868528
O Meri Mehbooba Mehbooba Mehbooba,Mohammed Rafi,/artist/mohammad-rafi,06:27,Old,06-05-2011,0.72,0.74,0.008,0.589,-13.049,0.0252,127.992,1,8,0.0175,4,72,3194347
Julie Julie,Anu Malik|Kavita Krishnamurthy,/artist/anu-malik|/artist/kavita-subramaniam,04:33,Old,06-06-2018,0.68,0.967,0.506,0.065,-3.467,0.0409,124.992,1,9,0.07,4,94,8349296
Mere Sang Sang Aaya Teri Yaadon Ka Mela (2),Kishore Kumar,/artist/kishore-kumar,01:39,Old,05-05-2004,0.64,0.04,0.905,0.952,-10.246,0.094,124.955,1,1,0.084,4,65,2280216
Kehna Na Tum Yeh Kisi Se,Salma Agha|Mohammad Aziz,/artist/salma-agha|/artist/mohammad-aziz,06:08,Old,01-06-2016,0.86,0.384,0.851,0.569,-6.022,0.02,123.968,1,2,0.064,4,36,212807
Kahe Sataye,Alka Yagnik,/artist/alka-yagnik,02:18,Old,10-03-2009,0.76,0.39,0.934,0.234,-4.538,0.0671,122.013,1,9,0.045,4,68,7387977
Lamha Lamha,Abhijeet Bhattacharya,/artist/abhijeet-1,05:24,Old,08-11-2000,0.74,0.188,0.137,0.777,-12.356,0.09,126.996,0,10,0.045,4,66,5500576
Koi Jab Tumhara Hriday Tod De,Mukesh,/artist/mukesh,03:33,Old,01-02-2006,0.54,0.77,0.493,0.91,-9.664,0.0616,124.953,0,4,0.06,4,29,6878612
Chahe Meri Jaan Tu Le Le,Jolly Mukherjee|Sapna Mukherjee,/artist/jolly-mukherjee-1|/artist/sapna-mukherjee,05:37,Old,01-04-2021,0.9,0.144,0.23,0.38,-13.932,0.005,124.997,0,11,0.016,4,74,8988565
Milo Na Tum To Ham Ghabraye,Lata Mangeshkar,/artist/lata-mangeshkar,04:58,Old,04-05-2011,0.03,0.98,0.25,0.058,-7.513,0.085,125.993,1,1,0.01,4,68,4854987
Mausam Mausam Lovely Mausam,Anwar Hussain|Sulakshana Pandit,/artist/anwar-hussain|/artist/sulakshana-pandit,05:38,Old,10-11-2007,0.77,0.011,0.836,0.348,-3.542,0.03,123.986,0,3,0.04,4,54,5311000
Aapki Yaad Aati Rahi Raat Bhar,Chhaya Ganguli,/artist/chhaya-ganguli,05:04,Old,01-09-2006,0.16,0.11,0.81,0.545,-7.176,0.01,123.99,1,11,0.027,4,34,10942408
Thare Rahiyo O Banke Yaar,Lata Mangeshkar,/artist/lata-mangeshkar,05:53,Old,12-10-2009,0.59,0.442,0.233,0.793,-11.941,0.059,125.043,0,6,0.06,4,82,5809365
Jane Na Nazar Pehchane Jigar,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:57,Old,10-01-2017,0.64,0.46,0.804,0.127,-12.518,0.07,125.006,1,6,0.079,4,65,10447806
Pyar Hamen Kis Mod Pe,Bhupinder Singh|Gulshan Bawra|Kishore Kumar|R. D. Burman|Sapan Chakraborty,/artist/bhupinder-singh|/artist/gulshan-bawra|/artist/kishore-kumar|/artist/r-d-burman|/artist/sapan-chakraborty,06:33,Old,10-12-2003,0.6,0.667,0.264,0.733,-6.913,0.087,127.01,0,3,0.0102,4,33,3298365
Dil Ki Yeh Arzoo Thi,Mahendra Kapoor|Salma Agha,/artist/mahendra-kapoor|/artist/salma-agha,05:42,Old,04-04-2023,0.52,0.67,0.322,0.989,-2.03,0.044,127.003,0,1,0.035,4,57,8906672
Nainon Mein Badra Chhaye,Lata Mangeshkar,/artist/lata-mangeshkar,03:33,Old,10-05-2003,0.52,0.34,0.983,0.604,-12.385,0.043,125.975,1,1,0.0228,4,29,42947
Na Koi Umang Hai,Lata Mangeshkar,/artist/lata-mangeshkar,04:21,Old,02-11-2016,0.3,0.33,0.523,0.515,-13.37,0.0328,123.998,0,10,0.02,4,27,10249482
Pardah Hai Pardah,Mohammed Rafi,/artist/mohammad-rafi,07:59,Old,09-12-2017,0.31,0.455,0.106,0.305,-10.739,0.0636,125.967,1,6,0.09,4,54,359735
Mere Mitwa Mere Meet Re,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:45,Old,06-08-2012,0.07,0.63,0.092,0.476,-13.565,0.0622,122,0,5,0.08,4,27,10847839
Tumse Bana Mera Jeevan,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,04:23,Old,04-04-2007,0.16,0.9,0,0.402,-13.002,0.0431,124.025,1,2,0.047,4,39,8089546
Aa Ja Re Ab Mera Dil Pukare,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,03:18,Old,12-06-2011,0.95,0.23,0.251,0.183,-2.28,0.052,122.995,0,10,0.024,4,88,889156
Hari Om Hari,Usha Uthup,/artist/usha-uthup,06:38,Old,05-03-2012,0.69,0.132,0.372,0.44,-13.123,0.011,125.988,1,1,0.07,4,38,3540067
Chanda Hai Tu Mera Suraj Hai Tu,Lata Mangeshkar,/artist/lata-mangeshkar,04:02,Old,05-01-2015,0.98,0.85,0.672,0.908,-11.769,0.08,121.998,1,6,0.024,4,38,1402219
Tumhari Nazar Kyon Khafa Ho Gayi,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:06,Old,04-07-2017,0.76,0.651,0.706,0.14,-2.803,0.0389,122.993,1,9,0.0292,4,36,11332925
Bhole O Bhole,Kishore Kumar,/artist/kishore-kumar,03:55,Old,03-08-2008,0.97,0.68,0.596,0.795,-6.162,0.0199,125.991,0,9,0.08,4,53,5433105
Hanste Hanste Kat Jaye Raaste- 2,Sadhana Sargam|Sonali|Chorus,/artist/sadhana-sargam-1|/artist/sonali|/artist/chorus,04:04,Old,10-04-2018,0.35,0.943,0.05,0.171,-11.045,0.07,123.014,1,2,0.0666,4,33,10226436
Hum Tum Dono Jab Mil Jayen,S. P. Balasubrahmanyam|Lata Mangeshkar,/artist/s-p-balasubrahamanyam|/artist/lata-mangeshkar,05:35,Old,04-01-2011,0.64,0.85,0.582,0.11,-5.73,0.03,125.015,1,7,0.029,4,32,2500808
Atthara Baras Ki Tu Hone Ko,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:12,Old,09-07-2015,0.64,0.842,0.962,0.085,-12.809,0.03,125.973,1,7,0.01,4,30,9919734
Saathiya Nahin Jana,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:29,Old,10-03-2005,0.34,0.27,0.957,0.55,-11.533,0.05,121.102,0,11,0.062,4,45,4875674
De Daru,Kishore Kumar|Mahendra Kapoor|Manhar Udhas,/artist/kishore-kumar|/artist/mahendra-kapoor|/artist/manhar-udhas,06:43,Old,06-05-2019,0.88,0.702,0.689,0.893,-7.004,0.07,125.013,0,11,0.03,4,75,9272812
Zindagi Milke Bitayenge,Kishore Kumar|R. D. Burman|Sapan Chakraborty|Bhupinder Singh,/artist/kishore-kumar|/artist/r-d-burman|/artist/sapan-chakraborty|/artist/bhupinder-singh,04:30,Old,02-05-2015,0.18,0.77,0.039,0.703,-6.693,0.045,123.997,0,1,0.0654,4,28,6954110
Mere Samnewali Khidki Mein,Kishore Kumar,/artist/kishore-kumar,02:52,Old,06-04-2008,0.14,0.724,0.35,0.24,-13.611,0.049,122.024,0,5,0.008,4,41,5712695
Zindagi Har Kadam Ek Nai Jung Hai,Lata Mangeshkar|Shabbir Kumar,/artist/lata-mangeshkar|/artist/shabbir-kumar,05:19,Old,04-02-2022,0.13,0.03,0.071,0.182,-11.184,0.006,125.979,0,1,0.09,4,63,8585436
Gapoochi Gapoochi Gam Gam,Lata Mangeshkar|Nitin Mukesh,/artist/lata-mangeshkar|/artist/nitin-mukesh,04:01,Old,08-10-2020,0.81,0.771,0.948,0.722,-3.472,0.008,124.004,1,9,0.05,4,50,1144543
Ajnabi Tum Jane Pehchane Se,Kishore Kumar,/artist/kishore-kumar,03:32,Old,08-07-2007,0.31,0.2,0.185,0.764,-3.812,0.019,125.007,1,0,0.08,4,94,4508766
Tere Husn Ki Kya Tarif Karun,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:41,Old,03-01-2022,0.69,0.873,0.458,0.501,-10.352,0.05,125.981,0,10,0.097,4,89,1958973
Kahe Toh Se Sajna,Sharda Sinha,/artist/sharda-sinha,05:54,Old,04-06-2011,0.06,0.28,0.457,0.438,-6.632,0.052,128.02,0,4,0.078,4,57,5838918
